logM_cut,logM1,sigma,alpha,kappa,alpha_c,alpha_s,log10_f_ic
12.4113517701,14.1973260228,0.3605612840,0.7150019035,1.0329230562,0.9043602298,0.6189773881,-1.3282117951
13.3591767908,15.5504545043,1.8288122620,1.6424816507,0.7359995053,0.3689102999,0.2346790777,-1.6926457535
11.9413900556,12.7005326318,0.8509619974,0.9359309962,1.1904401460,0.5468798850,1.6929267698,-1.5312429718
11.6000112161,13.7043602513,0.8144057155,0.5880036140,1.1923225510,1.3839279502,1.9290058187,-1.6833953245
12.1342404731,12.9654035936,1.0035069086,0.7894415290,1.3366027886,0.8016286846,0.4516182297,-1.4064124511
13.0671021195,12.1444731223,1.5683707180,0.8948450765,1.3020354858,1.5274093448,1.3571491547,-1.7024385396
12.0373557662,13.5811403324,1.8207931831,1.6147913218,1.9038294896,1.4401061675,1.6397879950,-0.7685939510
13.9011164971,15.7514810876,0.9219156051,1.2141344578,1.5842688623,0.0438192822,0.6730040649,-0.9467372518
11.2099901468,15.8274266311,2.8171384503,0.9083535297,1.2678909047,1.3536060403,1.6918472764,-1.9383034629
13.0926466325,12.8274424105,0.0315195475,1.8968919136,2.4840641825,0.2071179628,1.6508375060,-1.9518513385
12.5849581804,12.1917126605,0.5723396068,1.9091065200,2.9703258061,1.0040074699,0.1680407566,-0.7176346296
12.3281740949,14.3187057063,2.6272868569,1.5001759848,1.0800428693,0.1990936161,0.5473206751,-1.7507705306
11.6235949201,12.9465715376,0.3034443964,1.9468903388,1.8213463376,0.0956317216,1.2490093988,-1.8392286998
12.7871475799,13.5775511065,1.8682086419,0.9015069757,2.6437896257,1.3619139935,1.5928697038,-1.4858223958
13.9320982952,14.3821889130,0.8787367867,0.3446738408,1.4388014177,1.6956132293,0.0553702430,-1.6528535549
13.6169698934,13.5362124308,1.3420441130,0.3073730334,2.9663039163,0.4601896274,0.9109782457,-1.8920325901
11.8282069500,13.4178154420,1.5956279406,1.5760323668,0.3585540214,0.1543063324,1.0092423149,-1.8237323328
13.4779613091,12.2729859977,1.0255941542,0.4208280946,2.0780024883,1.2294804035,0.8035170208,-1.4598976159
13.5033731723,15.8011299219,0.8221511909,0.9703626364,2.6124226511,1.0291028044,0.4083436111,-0.7947744858
12.5347794945,14.0281863190,1.4298146539,1.5770398673,0.3945895863,0.6465926838,0.6136768985,-1.6073792054
12.5548674241,13.8328434318,1.8921560545,1.7914181348,2.6357427579,1.7736379803,0.3712142843,-1.6734706782
13.9680249559,15.8353007242,2.2439127852,1.2479087832,2.7444471356,1.1468520316,0.3836875175,-1.5486760402
13.0805654811,12.1869031904,2.5418121863,1.6747735915,0.5847416167,0.7761535529,0.5649214480,-0.6834255344
13.2521949112,15.1512874634,2.8436971464,1.9799998180,1.3480430131,0.0376270894,0.2915614565,-0.9514848109
13.9367449827,13.2775128152,0.6519397381,0.9903611723,1.4197033916,0.6026824820,1.6048805543,-0.6769587559
11.9030592375,15.0316180664,1.3988639969,0.4160626147,2.0255286184,0.4049628388,1.7413567553,-1.0287416110
13.8074417312,13.7299987375,0.3876964279,0.3029446115,0.9653083329,0.2382696331,0.9493640310,-0.8017253250
12.6197370744,13.9368071526,1.1403388829,1.8293450800,0.8913094358,1.1636948688,0.5449624588,-0.7132189101
11.7269643899,12.4563655289,2.1938065819,0.9296344124,0.3528459412,1.5569793482,0.6949813994,-0.6195305527
12.3633914717,15.2765761168,1.0208721780,1.1265472953,2.0620456905,0.5929420535,1.0659330329,-1.2620744969
13.2678716351,14.0469791644,0.0809062771,1.2695263062,0.3474252631,0.1971686436,1.7475000265,-0.6293067456
13.0579735250,13.6781040621,1.4262573860,0.4852892481,1.7042492211,0.7298578252,1.4330981505,-1.6113110593
12.8337334094,12.1428790796,2.2684199805,1.3142261883,2.5014753600,0.1015022405,0.6299611877,-1.3341062318
11.4840978378,14.8421618114,0.8011139569,1.8848983734,2.3898116915,1.2474098798,0.9024218934,-1.0463333377
13.1554870710,13.5080565872,0.5320380384,0.7319720113,2.6929404744,0.2997452278,1.1926011526,-1.3912264734
12.7458273656,12.3327726622,2.1236875959,1.3554723434,0.3322120503,1.7870135103,0.7198384565,-0.9325855175
11.6660533960,15.5406564599,0.5631606126,1.1933174607,1.6226828048,1.3002307800,1.2456499901,-1.7656535434
13.4002258583,13.1967750740,1.7456825564,1.9241554733,0.7245853105,0.1524978377,1.6716198782,-1.5495924360
12.8451433421,13.7991900586,2.6769021876,0.7770936222,1.3328867444,0.9977730301,0.5008648994,-1.6142782863
13.1692988401,15.1837153247,1.3380723162,1.8611363041,1.3768093302,1.7079718107,0.3793310742,-0.6737292199
12.4873884483,13.2365089990,2.6861903860,1.6529000220,0.8087970196,1.4254884387,1.7260475983,-1.0875491358
11.3463495084,14.9369080119,0.2307985117,1.2092078221,1.0927623720,0.1782636903,0.9249260001,-1.5744829603
12.2870075641,12.0566875088,1.9455711464,1.0454350517,2.2582613842,1.9654733153,1.1562910205,-1.8465311802
12.0814518395,15.0607992002,2.8219792254,1.3401452842,1.8249957622,0.5509384872,1.9123076369,-0.6301059761
11.7095146535,12.4621393275,2.2861314378,1.7598256833,0.6754102395,1.7502246376,1.7914337298,-2.0532254221
11.8616795716,15.7899527104,0.1217312516,1.0075136453,2.0501586855,0.7704861273,0.4040034881,-1.7332177687
13.5833406157,12.3885500865,0.2033651923,1.7024284870,0.3259071793,0.0502865266,0.5574217934,-1.3210500152
12.2023794252,12.0385785423,1.7801534499,0.8505794128,2.2064791613,0.3436874520,0.2961804129,-1.9218245840
12.4908160197,13.1695810051,1.1187469653,1.7720890287,2.8809977114,0.1208202145,0.6763808416,-0.9846044441
12.7723544599,13.1776428492,0.1334008782,1.9665302951,2.6315261786,1.2845722786,0.4620053785,-2.0960254468
11.4883657967,12.0354974998,1.8823394574,0.9675147618,1.1074620470,1.7747451078,1.9749592896,-1.1381970593
12.1204759484,12.9887210458,2.0609908167,1.3852465485,2.1874761557,0.3084242801,0.0662927316,-1.5605954320
12.3484921310,15.9417966733,2.9471443793,1.9335998439,2.1948558104,0.0048980712,0.0458823979,-1.5341121702
13.3788478404,15.1603185506,2.0516946946,0.7200024756,1.7794174260,0.1810518876,1.0623194980,-2.0791054667
11.3791489530,14.1719002091,0.2174661893,1.3271202855,0.4724559480,1.1157507795,0.1908629063,-1.8513514434
13.6927554015,13.1442014584,2.2777018998,0.6164088019,1.4406971176,1.3163353614,1.6356341936,-0.9136025218
13.3933633313,15.0237921900,2.1903225557,1.0026243579,0.5593290580,1.4153722267,1.4710276834,-1.2791125355
13.7473202188,13.6938326047,0.7480215982,0.6519360253,1.9449893011,1.3577637383,1.0870493331,-1.0328831562
12.6275894552,15.6462721358,1.4661479826,1.5424979932,1.0087174868,0.9516687338,0.2188189252,-0.7862545454
12.9339739342,13.0912190335,1.3743111447,1.6735554441,1.0167906071,1.0133597905,1.5715498469,-1.8082074042
13.3228423453,14.7203388912,2.9600902541,1.2262377858,1.0216556208,1.3048360025,1.3195979677,-1.6916404437
11.2461469948,12.9413864192,0.5089219829,0.4471535341,1.6414130763,0.3444869683,1.1036859774,-1.3511674539
13.9725655780,12.8810135961,0.1379417316,1.4861356735,1.4597354881,0.0248089112,1.8201615558,-1.5950634090
12.1215499347,12.1113462828,0.7308861585,0.7300111206,2.3580952789,0.3776986945,0.7014859600,-1.3946628499
11.4757027932,14.2639441091,0.5879932944,1.7509318769,1.9353766201,0.5316393771,1.8827728121,-1.0008426547
12.8391418200,12.5344829362,0.8454397613,0.8896652219,2.0057604764,1.3259403358,0.0073837461,-1.3993529320
12.4044721860,14.4825119850,1.7622724991,1.4907354870,1.0456624086,1.5075274198,0.7754072250,-0.7324526782
12.5802855640,15.5387412485,0.5283662587,0.7897496210,1.6011039846,0.9130838829,0.8972373022,-1.0117340388
12.0972467853,14.2679189650,0.9994732733,0.8423447711,0.5736358070,0.9166790955,1.1509440403,-1.3235014101
13.8175828621,15.2856637466,2.4568651758,1.2403983456,0.6660635384,0.3871704916,0.9433456583,-1.5449540308
13.0979102325,14.4673947687,2.3575034055,1.7234805033,1.1559218826,0.5015290497,1.2881887652,-0.7594179248
11.8197858802,15.0118380042,0.1575130381,1.2338872311,1.2246519366,0.6795243292,1.6183430061,-1.7759552048
12.5959142509,14.2974563229,1.4766287602,0.6361894686,2.9841659840,0.1294395982,1.2104483384,-1.5286681488
13.3047925172,14.4298655203,2.8514252337,1.5208542670,0.9507104564,1.1537855783,0.0054572237,-2.0840363973
12.5482590285,14.0140243610,1.6504314148,1.2047900492,0.8399491007,1.1270899565,1.5627638523,-0.7581905934
13.3192341933,12.7544101037,1.8047650329,0.5274808829,1.7127579708,0.2233571986,0.9968220254,-1.0702735953
13.9751432042,12.2035119403,2.8406572110,1.4639894566,2.0133357196,1.1114029155,1.3544736258,-1.2003678988
11.7177626307,14.4943448008,2.2896798621,0.6419540447,2.2717199689,1.1848842266,0.8125516166,-1.7980220843
13.6689437734,13.4657969644,2.6286881720,0.7567608949,1.8939342725,1.1450370391,1.9009936823,-1.1971350826
12.6149345919,13.5005372519,2.5975757061,1.6117776204,1.3933685979,0.1259407362,1.0500206830,-1.0432402073
13.7302045467,13.1829004917,0.3210599621,0.3675711737,2.7145405873,0.1454324838,1.8458590210,-0.8725249149
13.1823954336,13.6572970060,0.5902488702,0.6047316228,1.6668216745,1.7445517855,0.9279510331,-2.0290556049
12.7876275923,12.2350294985,0.2661772843,1.8133170049,0.8800669286,0.0726788326,1.5804899472,-1.3920557410
12.4948494661,14.6096964910,2.6150896713,1.4375102141,2.1733605758,1.9592716106,1.5483026626,-1.1132859641
11.3993001524,15.9756837233,2.5485323128,1.0784719379,1.9667696603,0.8984187970,1.4923002829,-0.6509718934
11.9177183560,15.6969237523,1.9304827252,0.4888483473,1.3458618524,0.8622328972,1.4815290960,-0.7522451067
13.5359565070,13.8111891130,2.6453659806,1.3591373273,1.7757265520,0.4656363691,0.6333370722,-1.9580960642
13.3878553613,14.3323079414,2.8470402298,1.1403921121,2.4527102096,1.2613563417,0.9062856828,-1.8243266975
13.6889021342,13.9641069760,0.6184075840,1.8787838033,1.0811770391,0.0410659633,1.4853537436,-1.8589301613
11.7848191232,12.6178027277,0.2416602099,1.9073292831,1.7709185356,1.7221227787,0.8407228176,-1.8778494010
13.9128940407,14.0735085961,2.8084516145,1.9501374347,0.9258731134,0.1434699574,1.7554541325,-1.7796707984
11.6638873019,14.3949149037,2.6830544631,0.5719098450,1.5194810178,1.5086204961,0.1656483005,-1.7313313918
12.4370381334,13.5279962956,0.2895786967,1.1737337701,1.0660630625,0.2300103932,1.0061632076,-1.0968226137
12.0055319932,15.2581451817,2.3134667594,1.1333355019,2.3408591481,0.0097511023,0.3751665355,-1.2703051431
13.5775301620,15.0595705366,1.3542771081,0.6227353522,1.3700474509,1.9021671335,1.4390904614,-0.8746246242
11.2291780883,12.0183659333,2.3255673037,0.6972214144,2.4765377776,1.6874525992,0.9336849647,-1.3009597206
12.3563022358,13.0028750161,2.0230196471,1.4812581189,2.5082993146,1.3317352294,1.8998448967,-0.8068119531
12.3817564777,14.6758137554,0.8857197847,1.6944468420,2.6490083446,0.3333042587,0.0714289820,-0.6471796232
13.4012015895,15.1450856254,0.9915851286,1.8873842432,1.4860370575,0.4322909463,0.2412000975,-1.6855028782
11.7616794063,13.9500860262,1.5824252689,0.6335812661,1.9227607338,0.5351112677,1.8093153700,-1.8005603865
13.2072251106,13.3068122450,0.1467406578,0.7803725798,2.2894481354,0.7913071865,0.9184128445,-0.7038688915
13.8050866951,12.7763952743,1.5702992124,0.5461705526,0.9038691313,1.4628192616,0.8069867777,-1.1792229298
11.9295489702,14.2138277332,0.4971980019,0.3261588426,1.9414105677,1.6593267859,1.9383914463,-1.3728889272
13.1639055048,15.1103598811,1.1240506196,0.7812425761,2.2430731934,0.3295266482,1.0381813974,-1.9601189165
12.7100909608,12.9998018602,2.6966063851,0.6066148221,1.8087345313,1.0635487240,0.1104417230,-1.0234288874
11.2445995556,14.4078542722,1.7506704660,0.4978508814,1.9905540099,1.7217783912,0.8096066543,-1.6102947009
12.2769804966,13.8980698502,2.2952276261,1.2969736842,0.9387791744,0.7420211202,1.3338695687,-0.7798981702
12.9037953468,12.3419849746,1.6112341070,1.2953375492,0.5391163009,0.0874550228,0.5686823665,-1.2263544676
11.7061998328,15.4131623483,1.3330677394,0.8382245324,2.9162881175,1.4211068377,1.2159878838,-0.9346124977
13.6851942923,15.3796723205,1.3491730037,1.0417856647,2.7183667386,0.9860047028,1.9841673959,-2.0243779649
13.5548925480,13.0205279308,1.4630433044,1.0246256864,0.8234305542,0.5126308972,1.1330178363,-2.0130252389
13.0612321565,14.6961784711,0.9290525055,1.7344915274,1.0608936651,0.7150415735,1.3663147015,-1.0556370026
13.0103768144,13.8591650925,2.6518618053,0.9265135285,2.7980001066,0.1585406360,0.3871827985,-0.7838920540
12.2683785097,12.7616839356,0.3704474843,1.3868423568,2.2156291861,1.5321187780,1.3891439436,-1.9725238745
11.2133381541,12.2499975726,1.9993782844,1.4465609459,2.2690707093,1.0274507037,0.5406701926,-0.8920560484
13.8728484139,14.0023913236,0.9624632256,1.6575962215,1.9502755960,0.8741820540,1.1728127736,-1.3774490555
13.8244895888,14.4370394152,2.1260033617,0.8680948686,1.6498010213,0.8659784926,0.5277540585,-1.0787340125
13.4571389987,12.1543000732,2.4351752049,1.0829705723,1.0414339296,1.8893970767,0.5677242008,-0.7164838732
13.2408175077,12.8448983022,0.3023949360,0.9192566688,1.5722249175,0.9257493480,1.4258265085,-1.2194243592
13.1335034689,14.7894790580,1.3139302187,0.4865261927,0.8197354263,1.3442275634,1.0474571212,-0.7091627870
13.7713458038,15.1155389169,2.3061198745,0.8928956311,0.5067051755,1.1567293315,0.7831331605,-1.1613668049
13.7768515394,12.8016621156,1.9244420583,0.4775574867,1.4631008683,0.2026391379,1.0132249989,-1.8860452017
12.4203807442,15.8536126507,2.6231920068,1.8447214889,2.1417784048,1.1963090842,0.1317818914,-1.6045425576
13.9540972627,12.8120011406,0.9713249291,1.8431231089,1.3140063130,1.4354625697,1.3226160133,-0.9397213622
11.8993815393,14.3419745037,1.0413336367,1.5515529274,1.1815531619,0.0394230148,0.5736402271,-1.5043175743
12.0408115326,13.5417113468,0.9753616961,1.4319931265,2.0099572789,0.5375665754,0.9157588451,-0.8106984128
13.7105152998,14.4682353056,2.2940280614,0.4567146662,0.5814781671,1.5106641523,0.3941591991,-0.6936118869
12.7165089207,13.3513562103,0.0861727138,1.5905043800,0.6551191682,1.0613172934,0.7915677759,-1.5427274404
11.3743933370,14.4868532319,2.7637268504,0.6253293608,1.5506735811,1.3034981807,0.1447379437,-2.0657306029
11.8569813684,12.2171025596,2.9801049948,1.2550806368,0.9726824748,0.7138932980,1.8548095686,-1.8899757308
13.2761117868,15.4167973127,2.4042144571,0.6080687499,2.4663298958,0.7966177360,1.9195443777,-1.2131127314
12.9073338523,13.0680774389,0.2603166384,0.8996976372,0.3624815826,0.6975140283,1.2252781944,-1.2805719602
13.2603555040,13.2873637130,1.6275409247,0.9931857155,2.1650637235,0.6539815222,1.3612591008,-0.8524773758
11.5499127637,14.7615150673,0.6431200345,1.3470796392,2.0703439878,1.6462543889,1.9448356659,-1.7406179621
13.7662977146,12.7431668800,1.4135643555,0.5007461920,0.8483412071,1.0195521312,0.6113785195,-1.4522409342
13.9823398368,12.4786687785,2.4161006828,1.1547776012,1.5125176283,0.7657938011,0.3199862440,-1.9992824177
13.7572294445,12.4225785605,2.9082135009,1.6273199750,2.4919453479,1.3390577017,1.4872936243,-1.9614228451
13.6493891823,15.1773482892,2.4516994154,1.4370167186,1.8172815826,1.0731208252,0.1084519518,-0.8979761698
12.0772347312,15.6183886426,1.8952951634,1.4652959760,0.6045482126,1.7985475426,1.0736060671,-1.0759368949
12.6657816746,14.5860531603,1.3451974519,0.4556563442,1.8797174221,1.8223201318,0.9042417731,-1.2534442749
12.6010219778,15.6575632053,1.8346953475,0.7533524198,1.6619015922,1.9799489363,0.9819850871,-1.4292774627
11.4350700127,13.8699008194,2.8451550367,0.3285631089,1.4801815267,1.5656198085,1.3522309700,-0.9221444854
12.4789259197,14.7033970233,0.3380513019,1.0966234840,2.6996363814,1.3140022169,1.4535406953,-0.9447459522
11.2835544703,13.7160790215,0.6743234296,1.1713831295,0.4010918770,0.9757594286,1.5123663599,-1.5634120283
11.7360620443,13.9818014648,1.2431920780,1.1261056738,0.5425447293,0.7476776155,1.3833958975,-1.5617173712
13.1770186203,15.7539481822,1.9931292746,0.7651922701,0.4315541354,1.1409936457,1.3934113541,-1.3670154689
11.2519322976,14.8179770653,1.2330470580,1.5338203516,2.8501824644,1.7617009765,0.4613000015,-1.9705759661
12.6555115060,14.9416745948,0.4457498969,0.6025123148,2.3116806968,1.3691727937,0.7664321469,-1.3071244702
13.7621753911,13.7708381187,0.5357633081,1.1861099308,0.3341720982,1.8392712859,0.9540103537,-0.7208334218
12.3040697347,14.8054261511,1.7765162276,0.5144348973,1.3946792084,1.9874108879,1.3599543995,-0.9084216049
11.9256886873,13.1341978408,2.5915058816,1.0764102605,0.5767230299,1.1883266376,0.8816564937,-1.4379182248
11.4610905679,14.1482558099,0.5666498889,1.9151251342,2.6095760377,0.1924665968,1.2758924506,-1.6822592222
12.5506566369,12.4387726646,0.8657050494,0.6679576932,2.9202081206,0.8179162769,0.2991210365,-1.2648207272
12.7766332538,12.5640936800,1.2531010593,1.8059021848,2.7429073388,1.4530444955,0.9842509888,-1.2547500543
13.6526449022,12.3198404576,2.5043178272,1.6704672888,0.3901220025,1.3868740843,1.4273620608,-1.9048941381
11.2942727009,15.9046602223,2.9943122894,0.5745783305,0.8159854190,1.6334463934,1.3506831331,-1.1341319456
11.8874729842,15.3271306728,1.6168117102,0.4342936666,2.1459231693,1.0508209388,0.9170895393,-1.4569526539
11.3148246399,13.0722418998,1.1096230401,1.0285943174,2.3772481133,0.4885330184,0.6812672557,-1.1546194227
13.4816523800,15.5546727495,1.9568507005,0.5658363393,1.6315395324,0.4099062860,1.8536512166,-1.8405727419
13.5654620802,13.2919828688,2.7764873691,1.9940018655,2.3421236922,1.0232301751,0.0759935846,-1.6135108367
12.9022479850,13.7525353183,1.2089320380,1.3122981923,2.3171837217,1.4888550208,0.8167831665,-1.9570224163
12.7312572552,15.5093002916,2.1543589354,1.1840438246,0.3042037596,0.0933109903,0.8264933808,-1.6223143114
13.7556795470,15.4553113685,0.3534893091,1.6082193990,1.8439406641,0.8539605621,1.7598958225,-0.8368948268
11.8465957082,12.9077072772,0.7366464347,1.4028833295,2.8138007266,1.9661780283,1.3011905135,-1.8996730973
13.0749496818,14.3918485355,0.3291214595,1.1140914551,2.4138236001,1.7488782769,1.5158024703,-1.3486543970
13.2818545616,15.2342308705,2.4595870956,1.3539924367,2.9265789690,0.6555282155,0.9863995031,-0.8488731575
12.7500633557,12.5503798931,1.5488625561,0.3108342326,1.8007028215,0.1237846218,1.4371247762,-1.6958472425
12.4232116187,15.6508269060,0.0740821710,1.9723557931,0.3878559446,1.2426938728,0.5389812202,-1.3833021848
13.6357117707,14.8887125181,1.9095620860,1.1243943634,0.7043030720,1.7643919324,0.6384965474,-1.7368137249
11.4083141541,15.4623083763,0.7427200950,1.8398701999,1.3242428428,0.9408298625,0.4356902712,-0.7423284944
13.9065682890,13.3998010449,1.6730163572,1.8404212436,1.6448242172,0.0910192032,1.2320873201,-1.1248128627
12.3876893540,14.7645611597,2.7678543738,1.4972140028,1.4675411847,0.2685606320,0.9376444278,-1.4200970909
11.6761187412,14.6467893467,2.2740415160,0.9946567608,0.6288607466,0.7177754275,1.6944300762,-1.2443322381
13.4251400324,12.3615661985,1.1570036964,1.1781377918,0.3084708069,0.9466636670,1.8924751963,-1.9508752403
13.1516240855,14.3110343597,1.3192131265,1.7091426498,1.5000041473,1.0467732815,1.9105480769,-1.1690031689
11.6423656810,12.8574710819,1.2030039135,1.3058992661,1.5064033770,1.0854364661,1.2091491691,-0.8808763694
11.4790285119,14.2934471730,2.9629649160,1.6661266998,0.5293919156,0.6741641150,1.4031862281,-1.3969922153
12.9889578443,15.1574632671,0.7534085251,0.9697300396,0.9449077643,0.2577072203,1.5587954503,-1.3303818458
13.7383742486,13.6066247742,2.2267024779,1.5040376326,0.3938337584,0.1956783473,1.1872843799,-1.7621634051
13.8944538225,13.1293365852,0.0335117143,0.8418288785,1.0685828539,1.7479153211,0.3342625084,-1.0163736446
11.5323652576,14.6637223339,2.3678297715,0.5928271462,1.5375013176,1.4475924381,1.0781735679,-1.1366297370
13.1973582823,15.4773962243,1.5992869269,0.3239218779,2.1667917790,0.5991666612,0.9412725320,-0.8892286183
12.3741951050,15.7876909359,2.7595734420,1.3643696840,1.6692118550,0.0200963351,1.2431442981,-1.0661760914
12.2308809699,13.5347372124,2.8045639869,0.6706050552,1.6607184081,1.2708053282,0.8526995755,-2.0635226840
12.9772842423,15.5451136830,1.2503508013,0.9972906350,2.8995083850,1.5786065879,1.5744331730,-1.2032834186
11.7929336378,13.0968835850,0.3147420031,1.8330757064,2.8016700666,1.2661396361,0.0728762443,-1.0955815168
12.3592605634,14.9341451548,2.3746987951,1.6848002047,0.8634571138,1.0593486104,0.6486243259,-0.6420612534
12.3012909132,14.8991951820,1.9488473760,1.2398508837,1.8402075722,0.6645412991,1.6872906888,-1.0202451249
11.9385657844,14.8847275483,0.3981970538,0.6148830056,2.5617057616,0.9456225349,1.9205453829,-2.0422028175
12.7847124237,12.7881602303,2.6755567397,1.5488992081,0.4123610545,1.1390211402,1.6444291120,-0.7335091354
13.3141890783,15.9894160422,2.5801480534,1.3322104378,1.6069948368,0.8467979989,0.8892853820,-2.0046643711
12.9173575095,14.0902922726,2.1308049816,0.3508438584,1.3399590360,0.7355916227,1.8681121048,-0.8402333187
13.5208383403,15.8927524956,1.8995438945,1.1521441090,2.2279065677,0.4134589207,0.3143467025,-1.8155280608
13.8808952838,14.5142175999,0.2099824499,1.1643234143,2.6523817341,0.5236508952,0.0201366883,-1.4662955993
12.8179009112,12.0414162097,2.6484242319,1.6020919933,2.2043496488,0.6597786102,1.1817875651,-0.8171099153
12.6838454337,14.6327609233,1.4826115537,0.7400596312,2.0239003723,0.2958067490,1.8327348576,-0.6345943950
13.9609554536,12.2231690771,1.5429513160,1.9045819046,0.5532340896,1.1910981007,0.7048538077,-1.4264982949
11.7571274066,14.2519987423,2.2219488987,1.3890775342,2.0553136395,0.4721748349,1.2062389500,-1.6007147681
12.9992461065,15.6610164594,0.5990621668,0.6881724954,2.7806597143,1.9933531615,1.2622791407,-1.6623757636
12.8688998926,13.1667749618,1.9919294157,0.7857666685,1.3876377467,1.4129863461,0.7997745679,-2.0259390733
11.7799502826,15.3625499245,2.6664945218,1.3448199575,2.5928778896,0.8828170247,1.4317977136,-2.0753057807
12.2794893609,12.9866915510,0.0296695182,0.6723321097,2.7241246830,1.1376145142,0.5317088346,-1.7483552896
11.3723577252,14.9270017713,1.7267117299,0.4484550129,2.1244394086,1.4501695084,0.4393873075,-1.0397972685
13.9553272100,14.0047577576,0.1969705871,1.9883695659,2.7717992015,0.0293064950,0.2703207768,-1.2716282476
13.9207659504,12.7255732859,2.0658918293,1.3182982116,2.7814030975,1.9989007418,1.0228031348,-1.2398998371
13.3488582039,13.2348398086,2.8560852716,0.6474431637,1.5428885123,1.1070904145,0.5954242772,-1.4970965235
12.2406193554,13.5712956103,0.8710137352,0.7932056934,1.9947825619,1.8873342347,1.0406592710,-0.9572239072
11.6005975752,15.7945446129,0.2216964017,1.9980030372,1.6501815856,1.5315057614,1.4106754624,-2.0537342478
12.2270565153,14.7804830471,0.2455559003,0.9153681240,0.5254466704,0.7302745464,1.3313480179,-1.4101922434
13.0172497537,15.0452930455,2.3824479281,0.8954213649,2.8091147459,0.9832308719,1.7613513200,-0.7270754379
12.2283932036,14.7961976465,0.3852940205,0.9471991441,2.5288782722,0.5427725724,0.5051465404,-1.2911866997
11.3579630830,14.8319622571,1.1052904803,0.5590228736,0.7106287946,0.0311725567,0.1628510647,-0.6487124962
12.5033113620,12.0077307837,0.4173081490,0.5823522990,2.8068202391,0.0448868890,1.1018848879,-1.0523969258
11.8707983750,15.6651638255,2.6428586253,1.8508914909,0.4477253867,1.4726965893,0.4407457480,-1.8723402622
12.2627667334,15.9006574670,2.9321832251,1.8485831449,2.1591041462,0.4953764571,0.8207167086,-1.4454218459
13.5099708853,14.2415692180,0.7597954510,1.2506931589,1.9549407654,1.4373926832,1.8311574529,-1.3997696576
12.6996219452,12.1837154819,1.5116603482,0.4603632189,2.7778910544,0.2885771883,1.0299037829,-1.5548440546
11.4229039437,13.2048121144,1.1796481453,1.5199615486,2.2369186722,1.7535449023,1.0268391863,-1.8871218970
12.1283831080,12.9832690893,0.7503498565,1.9754436686,1.7834049109,1.7112792363,1.1774225179,-1.5258043797
11.2674467596,15.4888021369,2.5406002166,1.8066305677,2.8557699669,0.6199692067,0.0909432654,-1.6771950697
13.7866121839,13.3692158362,1.4062285739,0.7234837901,1.8615256417,1.5023354330,0.7207696209,-1.5538032744
13.5061872829,15.5018034377,0.1304523288,0.7540635558,1.1635547284,0.2928438785,0.7684911376,-0.7460550746
13.5299707717,15.2825079409,1.5924800737,1.9480071178,1.1358644664,1.5679696198,0.5218603228,-1.4897929158
12.4830458761,15.6284318419,0.9013630774,1.8026205387,1.5864570688,1.8062887891,0.7365010447,-1.5199366472
13.4760531063,12.5083972732,2.7244377338,1.4525086839,2.9680760789,1.5918055747,1.4498734327,-1.8716379013
11.2768983303,12.7343418079,2.4782884134,0.6300731839,2.1817444166,0.4847678255,0.7604554652,-1.0373257359
11.6704475846,12.6012558100,2.9516875710,1.6392628934,0.9457691368,1.0740064867,0.4018033215,-1.9261504940
12.1722625162,12.1317425829,2.3217943197,1.3796890120,2.7008387855,0.4522368736,0.4226989732,-1.2859838046
11.5250623231,15.9468051059,1.5231734675,0.8747931193,2.1827617790,1.4962086558,0.0636881974,-1.7534284452
12.6038843220,14.3493278598,0.4322578183,1.0065527199,2.0206571475,1.3747193188,0.6884244946,-0.7768454142
12.3684958296,14.2117294418,0.9684505790,0.4989782371,1.0047846437,0.8400651734,1.9559264012,-0.6275736723
12.8974729164,12.2809884568,2.2017422733,0.3618638689,0.7748142520,0.8130135813,0.2335206286,-1.4160797418
12.9973759456,14.9883564282,2.4667660621,0.7455158992,0.8711310272,1.9611734150,0.2812831854,-1.1814244606
11.7338156337,15.7570149071,2.3345960480,0.4260110642,1.8329444375,1.1249459559,0.1895531108,-1.1100563337
12.7912180891,12.3018040749,1.2128282182,1.0903510411,1.9983120793,1.6420113029,0.2470700003,-0.8097990881
13.9713180080,12.6290497354,2.7513623224,0.5621150673,2.6036082100,0.9770739467,1.8783600201,-2.0515360572
13.1736291361,15.3715432624,2.9886842336,1.2033367110,0.8763976845,0.7061854764,0.0146808193,-0.7640942201
11.8316409909,14.7495790226,0.9457191741,1.7627405994,2.1373263456,1.6405461986,1.8245894709,-1.0092455203
12.0370248550,12.4329801915,2.8064587186,1.3504730217,0.3737666729,1.9745669196,1.4089527457,-1.6346906985
13.7079593053,13.1511923711,0.7999477981,1.1306029141,1.0973209793,1.4583089601,1.5525581636,-1.7027609813
11.2885745922,13.6233663451,1.2099398274,1.4232781078,2.6907814553,0.6924163403,1.3646581215,-1.2844475610
13.8338679731,13.5733865429,2.8813515968,0.6925361311,1.2885402227,0.7869747735,1.5970532780,-1.5692976590
11.9465444173,14.9666687006,2.1771877930,1.3377354088,1.0547518565,1.8742216046,1.4641173120,-1.0383292101
11.8661197048,14.0848586498,1.8630154158,0.4498318799,0.5213360170,0.5774974729,0.0959133154,-0.9612311691
