logM_cut,logM1,sigma,alpha,kappa,alpha_c,alpha_s,log10_f_ic
12.8379720336,15.8971142590,0.8273740786,0.4860712415,0.5533547130,0.9092638127,0.6451145834,-1.1253622753
12.9953929607,12.1473916920,0.6664725718,0.4170974551,1.6666232211,0.0493255657,0.3175008767,-0.6942280494
13.2595940926,14.0142190999,0.1561223571,1.4308242582,1.4678206834,0.8101025642,0.0840262304,-1.5567689826
13.3488924077,14.1470398351,2.5548511569,1.4261579455,1.8822630599,1.1447761031,0.6436794332,-1.0168151985
13.5861247684,13.3836456536,2.2362609162,0.9609038339,1.5725635612,0.8238031649,0.5730355029,-1.2738733783
12.7909256493,15.5852693991,2.3303604978,0.7921430475,2.4027770979,0.0336026581,1.2527312671,-1.7996342948
11.8691634750,12.2937578314,0.6930231823,0.9392486793,2.0281281392,0.3634843647,0.1057544790,-0.6196472216
13.1743837059,13.9809998461,2.4441140018,1.3574646578,2.9162975661,0.4938716245,1.4271454906,-1.5659338319
13.6366976625,14.3629908179,0.7717822180,1.5171260760,2.3528484012,0.0542767657,0.1452372613,-1.6334391113
11.2851377231,12.8893024910,1.5821567454,0.4968805874,1.1348590243,0.2637289734,0.3095738038,-0.9255035788
12.2192910610,13.9550566553,0.5495155209,1.0604422662,1.8716033107,0.2065009797,0.5337051478,-1.7136441681
11.2837584119,15.5037042942,0.2739669523,1.0030324961,0.4935303253,1.0605902315,0.1004623246,-1.5435069675
11.3709310103,13.4440953691,0.2393106416,1.6015970799,2.3819519872,1.8417423735,1.4571363142,-1.5641889842
11.4473073094,14.1810823787,1.5501421688,1.0584592334,1.3730387428,1.6973911919,1.6773516712,-1.1964012626
13.1550130053,14.0690917482,1.3660651312,1.3653694815,1.7873125010,1.6119318384,0.7194537041,-1.7798358262
11.4184773452,12.2181679732,0.3234863107,1.2681529864,0.6560852317,1.3290408127,1.4787483160,-1.0170501897
13.0630389933,13.8313489096,2.5756627949,0.9080675575,0.9501343273,0.3571567141,1.2564029634,-1.4114470925
13.1265147399,15.5524570760,2.4056464781,1.5379815787,2.7512328931,0.2617785274,0.2653272179,-0.6317589933
13.8329847126,12.3339357435,0.3188244177,1.3864721665,1.5372321862,0.6529473031,1.0016569686,-1.0387396130
11.7162740900,13.7184265843,1.5738207384,0.7480873190,0.8790118291,1.1567896999,1.8400639834,-1.5826600431
11.2754416913,12.3831394403,2.8062067165,1.0749677671,0.9444201939,0.3593516852,0.4947946627,-1.2104387053
12.5206973446,13.6594086257,0.2104670844,1.3470433111,1.2906284415,1.5386268818,0.1344191962,-1.3136530143
13.0146615239,15.4510858776,1.0806919605,0.5869774397,1.2610158256,0.4571047122,1.6803768298,-1.5249450317
11.7148906660,14.6140905753,2.0114488809,1.9184342560,1.9258849197,0.9442102189,0.5805585573,-1.6746861414
13.8433561409,15.7354216453,0.4955233347,1.3377935338,0.9968808626,1.0510202589,1.1821063649,-0.8128702118
12.4420874644,15.4860733121,1.3130292043,0.4486948122,0.6549535522,0.3046040916,1.5534231657,-2.0476443017
13.2268463611,15.2751805312,1.6903118489,0.5601234276,2.5326797945,1.6736488906,0.3645281118,-0.8719381015
11.9495718466,15.6393010297,0.0365320706,1.6475051733,2.8588109381,1.6243083148,1.2213794961,-1.7861300134
13.2348175251,14.1987675670,2.6752212415,1.8046314434,0.7667961485,1.2130583956,1.6465589908,-1.2897231381
13.2567333300,12.4792659257,1.4774166344,1.3868178362,0.5719988629,0.0603561450,0.7910620282,-0.7917322709
12.5630695010,15.5257754250,1.7917131794,0.5938395717,2.6710263701,1.1129242829,0.7986318744,-1.0015130223
11.6858211650,14.0591852011,1.0808812804,1.2108390449,2.6566596981,0.1959978298,0.7369495874,-1.5233423752
12.7102695888,15.2974541673,1.6744791463,1.9491391879,2.3186533936,0.0376394401,0.8046220316,-0.8487929019
11.2209660536,14.4439518603,0.5257122374,0.8204120362,2.1647045875,1.8040926521,1.1964717315,-1.8246512018
13.5248793636,14.3012911824,1.6918602921,1.1966151086,2.9467112177,1.3174877591,1.9827431030,-0.8640865854
13.4051117602,12.9636107287,2.8920729490,1.6333036731,1.9914513764,1.7811960058,1.9831756312,-0.7797540091
11.7002765380,12.3728737308,2.3040244134,1.9993809221,1.8629454945,0.7149360031,1.0168410084,-0.9150575117
13.2358930882,14.6808187934,1.8896034985,1.0087402491,2.1380580704,1.2974563212,0.5623195063,-0.9528967425
11.5023933137,13.8157739322,1.2784344726,0.4412154911,1.3257417893,0.2392246552,1.3916457754,-1.7160686901
13.9609316338,12.9134380545,2.5477354511,1.0161186176,1.2818957073,1.1397680336,1.0464794683,-0.8011274938
12.2105276237,12.7239518482,2.4030172378,0.3274904478,1.2821104841,1.0665392125,1.4115147950,-0.7156877780
13.6625461769,14.2431006032,2.7233665662,1.6606538029,1.7060044079,0.1963504535,1.9804564957,-2.0147275828
11.5220885517,14.9410556059,2.2181976710,0.4705180756,1.2218171436,1.5203075616,0.0524978499,-1.2984971995
12.8964238954,15.8150907483,2.0801918750,0.5383213566,0.7927843053,0.5663860016,0.6784050890,-0.9906016307
13.7898956293,12.1164808024,2.7083083073,1.3646505382,2.5852359190,0.5001105049,0.8758985300,-0.7347569729
11.7080162184,13.8863685444,1.7260770823,1.7053300158,0.9236849009,0.4474777951,1.7450531670,-1.7595204739
12.2789951848,14.7335237189,0.2679376880,1.0636405226,1.0185263711,1.4077578872,0.6939748505,-1.8771640417
13.8754852551,15.0797702921,0.0878662084,0.4381352772,1.4137378703,0.5582671766,0.8008938927,-1.3397797968
12.6476425227,15.0063553140,2.1324708028,1.7051484301,2.1616835784,0.3155694646,0.5834152225,-0.6477871743
12.5866258303,15.4395933077,2.1897608155,0.7260382127,0.8364261360,0.3666698299,1.7617917083,-1.7215422825
11.9415574555,13.5243053834,2.0867001274,1.6362523935,2.4067444995,0.9643931781,0.6423966691,-1.9791108285
13.7802691701,13.6610006430,2.8853395127,1.5673253943,0.3556332032,1.2484689480,0.5538266094,-1.1949504814
12.2794907924,15.3735963825,2.7762490462,0.9240334501,1.8627626756,0.3188751261,1.4651918744,-1.2616281575
13.0800977788,14.0476714792,2.0893292934,1.5361406186,1.8964389410,0.7607569666,1.8725833372,-1.2934525998
13.3711001964,15.7078299870,2.6239771627,0.7264564398,1.9274304935,0.7897169451,1.4542910993,-1.8974835142
11.6299352305,12.5246720254,2.9331143382,1.8921333615,1.4949714045,1.5881589149,0.0743769799,-1.5767491646
13.6601179695,14.5603060835,1.6059383576,0.8564590897,1.5692596702,0.5150260771,0.3690636917,-1.0083453654
12.7260523663,15.3669356227,2.0224749452,1.5038225461,2.0062603713,1.3484068516,1.8057486700,-1.2697454210
11.2613999702,13.9886504501,0.7368802327,0.9019678600,2.7799533508,0.0435333464,1.0734680056,-1.1299806661
11.8256225188,12.7496771195,0.7784130507,0.3082362257,1.0600495938,1.3942127245,0.0050835878,-1.0221022856
12.2655789423,13.3833852291,0.6435481673,1.1361106446,2.8163751398,0.0641271229,1.5899624565,-1.0189588124
12.1769467665,13.0283955164,1.1205814402,1.6730614678,1.8639042562,1.2304851729,0.4131791223,-0.9383195804
12.0781713982,15.0334276947,1.4283350150,1.4536315660,2.0821330508,0.6358232242,0.7522267871,-0.8875899893
11.3848785149,14.9901754278,2.5267025350,0.3992029223,1.3107682784,0.0784811151,0.4262025155,-0.7380741179
11.8683738225,15.9397711880,2.6485482013,1.5437203016,1.8721546297,1.6569717196,1.1053051382,-1.9274609385
12.1089233839,12.8507062079,0.3228431339,1.8134507470,1.6001869670,0.3867582515,1.6334105679,-0.8235738505
12.0973688519,15.3094938131,2.9197616092,1.2832534889,1.0208403013,0.7445655218,0.7406263753,-1.1666519244
11.9325057228,15.6364684087,0.7456660454,0.4617550257,2.4597954986,0.1472950754,0.1499498437,-1.6728001780
13.9771052622,12.9751510064,2.6076427130,0.3023327643,1.6274202509,1.7236503260,1.5040045232,-1.7241088978
13.1324712685,12.2303883236,1.2618726889,1.3780185470,2.3374680878,0.8110347671,1.8412415427,-1.5822595855
12.7938025827,15.1894723685,2.3624943659,1.9447005107,0.8202768911,0.3241510053,1.6954781815,-0.7810966455
13.8460499307,15.7307066763,2.5886341388,1.6832299118,1.7068073097,0.4580113102,0.4269847904,-1.1026089208
13.4998283804,15.2868869599,2.2991009845,1.4243084968,1.8190401305,0.8478729462,1.8826961551,-1.2011964934
12.4081121188,15.2444659720,0.4922045110,0.3546407066,0.8896266942,1.4932860733,1.6157806421,-1.7541599811
11.4945640990,12.8734840526,2.1125273459,1.3275012556,1.4682896549,1.2876295203,1.5952532813,-1.2468391343
13.7574157455,15.0753270136,2.1130919549,1.1377034276,1.1002389525,0.9410467744,1.4261812545,-1.5222864818
11.2919603772,15.6870300974,1.4153766305,1.4740558248,1.2699955931,0.6192760423,1.2693596841,-1.6551765303
13.0089514941,13.1308088208,1.5675482611,0.5524096739,1.2230718134,1.3329387925,0.5056404072,-1.1835025734
12.2169634029,15.7019735756,0.2570693545,1.1845784073,1.9159656337,0.0254954542,0.5044065650,-0.6146630175
11.7519713679,15.3660862783,1.8768424694,1.2702806070,2.3155773757,0.0002017416,0.5344507993,-1.3496120475
13.9669691065,12.6946645054,0.9875922478,0.5401900483,2.4993168547,0.0856724591,0.5767691397,-0.8720919178
12.3444569906,12.3082106752,0.3836007156,0.6471010030,2.1987517758,1.1495874416,1.7040470828,-1.3172889303
11.6844578279,15.2891636466,1.8205269927,1.7733538179,2.1928875940,1.8793564729,0.8828787194,-1.2948461010
13.8571021689,13.9080352457,0.4395465328,1.7577409124,1.9271665835,1.4344948358,1.0466702559,-1.0540083694
13.1334166033,14.1725907624,1.5255405949,1.2719066607,1.5468818793,1.9981896948,1.1255352486,-1.3637541237
11.4836399130,15.6842681927,2.5834852395,1.3060853156,2.6726986272,1.2857916341,0.2739164277,-0.7522306312
11.7059729122,13.9032321895,2.5647270122,0.8826882841,0.5077974593,0.1106646723,0.6338462854,-1.4788564381
12.1312546493,15.9418066023,1.7475106055,0.8394583706,1.6681830344,0.3038479136,1.1857341806,-0.7127642937
12.1319308223,15.8566720399,2.3544148389,1.0894004259,2.0362230848,1.3530684286,0.4004659555,-1.4625191776
12.3953752121,13.7972137554,2.8422046066,1.5185562235,1.2107270678,0.5497301233,0.7599463453,-0.6919701337
13.3191147384,13.9205200988,1.1432288526,1.3109051015,1.5377880087,0.3154042701,1.9570455894,-1.6737013458
11.3974410038,13.5345898438,0.6487762703,1.7967337159,0.5662095140,0.5182607045,1.5279768174,-1.8893177764
13.8092701868,15.1874428960,2.1773832547,1.0610972607,0.4547645959,1.9618661122,0.3304059582,-2.0117424505
12.4029099200,13.6262336692,1.2223458091,1.2227729401,1.6842653449,1.1534901525,0.9707990147,-1.2174260436
12.0018438218,12.6162138399,1.5724869227,1.3852464316,1.4315436552,0.0821809514,1.3254627694,-1.7360674655
13.8809621473,15.9442041121,0.7120434147,1.6882177377,1.7568993657,1.8277638970,0.3419571014,-1.1206035021
13.8752246438,13.3257779747,0.6396421374,1.7503749952,1.4252079392,1.8603762169,0.9188645485,-1.6162516215
11.8830695938,12.5802502059,0.3419783368,1.9288040514,0.7939826591,0.7674631256,1.2222034903,-1.9279066158
13.4186953558,12.9587460926,2.9423035862,0.6878720244,1.5908249962,1.2574788781,1.4934248603,-1.4578758723
12.2433653448,13.9333691978,0.6554017464,0.7448147881,0.4654961748,0.4718766753,1.2002876937,-1.6159823864
13.6436260005,14.9746634558,0.8142485323,0.8905491885,0.8325133549,1.2627460705,1.0513471631,-1.7183976244
13.1182884061,15.8024264398,0.2591260022,1.6676564732,2.4654109456,0.6042956612,0.1689505049,-1.8419433781
11.7514279527,13.9365836311,0.9114192984,1.7922044972,0.4720608465,1.9574980216,1.7840955570,-0.7223219817
13.6945970585,15.8241358845,2.1849290637,1.0734395633,1.6252427367,1.0925579474,0.0473443272,-1.2619406559
12.7382027785,14.3174262584,2.1677532522,0.8030330496,1.3689477434,1.6415301303,1.7243741815,-2.0810447565
12.5888625220,15.5057224722,2.3131415309,0.5053997127,0.4870511300,1.9765943657,0.8977468092,-1.7412780456
11.2809418858,13.4911244671,0.9933997898,0.5112017735,2.8611643078,0.7213640290,1.0200655981,-2.0664498862
12.1962181117,13.6081224182,1.6973355521,1.0885847560,1.5212106113,0.5862818158,0.3231633299,-1.4401768886
13.9674594399,12.2113460674,2.4916616436,1.6926230851,2.8317166650,0.0256244382,0.6135470645,-1.1512134898
11.9192962654,12.4645152445,1.4901380359,0.3687601794,0.5296534735,1.2757260618,1.3094150232,-1.0115084492
12.0000459632,12.2706534778,1.9450123135,1.4416778949,2.7465137275,1.1389847666,1.3184885998,-0.6705495149
13.4567631073,12.4596886708,0.4794555372,1.2540596923,0.6568326022,1.4241490560,0.5946563059,-1.9612112080
12.0117987059,15.0652723819,0.9594206786,1.8014200237,1.9404864971,0.6454015641,0.4410656838,-1.0579972186
12.6835124133,13.7163046206,0.1255669523,0.8942566770,2.0307148794,1.6164200653,0.5748746221,-1.8502855850
13.8987736453,13.2351688056,1.9384571821,0.5410748186,2.9044191677,0.9702982790,1.3745029287,-1.3552683744
12.4030927664,12.2126805518,1.6206747343,0.3734171820,1.7602752978,0.1955094396,1.1083240779,-0.9961005127
11.7018813727,15.6781989875,1.6224972775,1.5056294361,1.9255118917,1.2493854947,1.2159718386,-1.2227893704
12.1107039636,14.3432275855,0.3146492628,0.7656574531,0.4782525179,0.9295367925,1.1811842456,-1.5043597176
12.6780061509,13.5832259658,0.1034232573,1.3900012288,0.6666148965,1.8142272199,1.9737510351,-1.3074444673
11.8449909774,15.1974533186,2.0245626954,1.8597063198,1.7317494529,0.8442358749,0.7286410319,-2.0512297931
12.8399409907,12.9886763053,1.1467709488,1.2243837728,0.4203191924,0.7241721740,1.7580582876,-1.6878880007
13.8591662847,14.6334787625,1.3777488483,1.3611959165,1.9702400116,1.5308023197,0.4138941929,-1.1679954677
12.3538522592,12.8313056661,0.3880956896,1.2851244966,0.8709223036,0.4558543367,1.8684041349,-2.0195064179
11.4175430114,14.5243533033,2.9696859100,1.2249009915,1.6858430486,1.5109996405,1.9703114128,-2.0954251503
12.9850464240,12.3603025171,1.6421505681,0.3226605238,2.1799475329,1.5362094019,1.3599913276,-1.1500353549
13.4852203646,14.8750398251,2.4494826875,1.2714560940,0.3803842277,1.2151996602,1.8120205032,-0.6663826509
13.1603936369,15.4063267056,2.5058459209,1.9664453172,2.0795701028,1.3560598290,0.4635406935,-1.1196692792
12.2435363398,12.1833319193,0.7484088063,1.4749130039,0.6415627132,1.8836534703,1.2788391831,-1.1756994237
11.7621489865,12.5845073387,0.7448254100,1.3627989263,2.0649370110,1.5728945437,0.6165644259,-1.1022464049
13.5675822187,13.7339235074,2.5950318033,0.6638952239,1.1875406328,1.7947661926,1.4759813942,-1.1007686173
13.2623829235,13.5627520263,1.1592793602,1.1992515071,1.7460610320,0.1792089336,1.8829905570,-1.2374619801
12.1950826923,13.0671280340,1.6602523906,1.4892876028,1.3331763966,0.9071635322,0.1275080910,-1.6297241393
12.1573155622,14.2907693295,1.9375978578,0.3944954905,1.2227092321,1.5129362356,0.0819314829,-1.0821107751
12.7934960947,12.7769643019,2.6678863670,1.4196062008,2.5800782587,1.7343483069,0.2690852290,-1.4633970782
13.8762709576,14.2002746750,0.6018726138,1.6628256282,0.5397725874,1.6569225580,0.4402698579,-0.6322462732
13.2336149257,12.8488665219,1.1861133409,1.3534765213,0.4226319634,0.6794982220,1.2612142509,-1.5312627655
13.8684143728,14.6212677930,1.0427929352,1.7060657259,1.1029769007,1.1127275682,0.1588365998,-0.6413446216
13.0839099951,14.8339179903,2.8397553106,1.1047988633,2.2954919949,1.9599085337,0.6506807431,-1.0552297436
12.3839456018,14.0376396311,1.4737236288,0.4193370410,0.6760758362,0.1029402018,0.6694196004,-0.7161090682
13.5873401371,15.2342389980,0.5727644904,1.0600508505,0.5123097237,0.8166069431,0.4535337324,-1.9478917140
13.6648295610,15.0065844926,1.5932608699,1.9578836510,0.3433514699,0.4013342186,1.3954955521,-1.2093702405
11.4730571687,13.1290206140,0.5555748126,1.2917246828,0.6191510273,1.4298175108,1.6948048660,-1.3588973260
11.8674299171,15.4879445566,1.6284841947,1.0213235054,2.1942651718,0.6705029397,1.0087715899,-1.9595822029
12.5440771139,14.3291103749,1.3676937920,0.8957648755,2.5060024451,0.9103499101,0.9901493106,-0.9710913235
13.6198465715,13.2865595280,0.8820649776,0.7982019585,1.0856503211,0.4825988811,1.4884714894,-1.1252129429
12.7077045688,14.5555002883,2.4511677560,1.9536977624,1.7409648083,1.4340770209,0.6959788492,-1.8904006139
12.7027648689,15.5532357638,2.2400270867,0.9325252707,1.0677349495,0.0362300246,0.9508077349,-1.2925008630
11.6113484132,15.6321541695,2.5825747992,1.6685641604,2.1790753777,0.1339125739,1.4721242139,-1.0305343710
12.3650855279,15.8692416734,0.3956910342,1.9525496497,1.7160669445,1.0361237103,1.0043569115,-1.7602007180
12.9157988993,14.3598863900,2.9735773091,0.5475317593,0.6001632969,1.7787966334,0.9624504332,-1.8321363815
11.6523281007,15.6721324466,0.8129362858,0.9007596822,2.8767518577,0.1821904787,0.9053666175,-0.6918519704
13.2579719250,12.6288090059,1.0932233697,1.9710680938,1.0569649378,0.4433456164,0.2914030450,-1.5803431826
13.7584632670,13.0798804180,1.9109619907,1.4983659996,1.5445336019,1.0783349738,0.4250306072,-1.8892607797
11.7046189456,14.2278791649,1.4239557291,1.5274624007,1.9214483884,0.9480482845,0.0351276027,-0.9231505972
12.2625243877,14.6694307462,0.7824963462,1.7839130767,0.9866123334,0.7921780633,1.2017946624,-1.0255553716
13.7786329547,13.3671355247,2.1563925931,0.3071909702,2.6454531267,1.4042611328,0.3136046009,-1.3743502645
12.9437124669,13.2378700616,2.6956695355,1.1891816244,1.3524655286,1.2799855778,0.5152786039,-1.4023001665
12.5686919797,12.7748847623,1.8726320336,0.4600861113,1.5830783066,0.8755062342,1.6747644878,-0.6295881066
11.7138243607,12.4084560395,0.9813300598,1.2640134933,1.7697797587,0.7838858224,0.4543799793,-0.6539037694
11.6051710461,12.1431906534,2.2357552947,0.6083082141,1.2382404926,0.8987466378,1.8899233964,-1.3429174721
13.7591031089,14.9791242106,0.2854282326,0.6876507777,0.8682302213,1.3600582387,0.3389642093,-1.2585743279
11.8755001974,15.8775060801,1.3890532568,1.4396956433,2.2469581867,1.5097076288,0.7202570940,-1.6391385045
12.7684741388,13.6411950758,2.9615368586,1.3196635784,1.0825551493,1.3618206685,0.8954678602,-1.7895193922
13.3602659241,14.7344280773,2.2567564458,1.4162553188,1.3558460244,0.6600339101,1.7453711209,-1.7993627966
13.7973085697,14.1505730257,0.3279752719,1.2006613847,2.3159344065,0.9379195117,0.8840476345,-0.7061538075
13.4866882905,13.2206539523,2.6492561021,0.9890461109,1.9399748256,1.7184189177,0.9457828482,-1.4802268385
12.6287260691,13.2120719622,0.7861375881,1.5884631246,2.8564818278,1.3427189070,0.5257151097,-0.8145356761
13.1249489144,14.1791498383,2.6991826610,0.9243422428,0.7829110052,1.6811178108,1.6342653062,-1.8281474037
13.0472761272,13.9785648101,2.8055080124,1.2138445364,2.8885225000,0.0681791021,0.3487037512,-1.9415753021
13.0978906613,13.2551205205,2.4796871573,0.8433519733,2.6038427539,0.5966436249,0.6710485857,-1.6696126585
11.2935875933,15.0214173782,0.1964844052,0.9809178933,1.7582808683,0.0353189771,0.1300189810,-0.9639929368
12.9561959224,13.5721822941,0.8842197499,1.7739738082,0.3024665793,0.4567940826,1.5672428229,-1.7999571887
13.8885530360,12.4394634164,1.5324849401,1.2725369350,1.7200712021,1.9627948689,0.9576938023,-2.0435617022
12.4541003457,12.9962896231,0.1265519786,0.6248575145,1.5495407651,0.2431934220,1.1504617810,-0.7117990521
12.2547725582,12.4836906733,2.5261782305,0.7743735686,1.7993239401,0.9954509329,0.9984435630,-0.7392097217
12.1235528463,15.8560750925,2.2611196717,0.6016946551,2.9252672682,1.9931052607,0.7603750765,-2.0251206238
13.2908159814,12.0952149412,1.6149777061,1.0119961189,1.9621508054,1.1500405502,0.9262234607,-1.7107964150
12.0697591111,13.9024354316,2.9172470470,1.8595105754,2.1332981221,0.2569403141,0.2150279572,-1.6704206637
11.2535495026,15.4170257164,0.7855178532,1.3213289409,0.4303943094,0.2761152027,0.2979062301,-1.6168719844
11.5803129242,15.7431344358,2.1863036883,1.4204021301,2.9933754161,0.1535992862,1.5458639131,-0.7082088465
12.5501240571,15.9791583224,2.6953954631,1.5825677057,0.8705369872,1.5876594384,0.1187808290,-1.5455049344
13.3930110351,12.5168251040,0.0304251717,1.0129971289,0.9660797625,1.4022001395,1.8091459713,-1.2987495043
12.0105610508,12.6308858427,0.9408897150,0.8601120868,2.8472253617,0.0538268988,0.8579833656,-1.3443220327
12.4610156979,15.6333213571,1.9965211360,0.7229155515,1.7736666238,0.3624785903,1.1113261061,-0.7278547946
13.4909995957,14.1012750864,1.8847921607,1.1368683991,2.9504410924,0.5011107317,1.5204353182,-0.6889799284
11.3230902095,15.5307957952,1.7683156583,0.8602304463,0.4318806616,1.7085157120,1.1438979738,-0.8557520384
12.6110650870,14.4522084454,1.3655848094,1.5824052535,1.5489051655,1.3190664576,1.0003371822,-1.8770276600
12.8763863634,14.8623003006,1.7984612386,1.3252491707,2.9332535813,0.1270345900,0.6227781107,-1.6016744267
13.6806982189,12.3980961298,2.3505041757,0.3769863029,2.4230552753,1.2499908833,1.3215163670,-1.6646448095
12.9568089528,15.0501307947,0.5025382346,0.6510060820,2.4143797033,0.0355837530,1.3908886288,-0.8974217511
12.4000158586,12.5427144649,1.2684414980,1.5488823204,1.2351953865,0.5240839926,0.0292978657,-1.9751513440
13.0749734844,12.1444577082,1.7685924907,0.4476041343,1.6315189576,0.0168764853,0.7354147087,-1.7276368344
12.5094523237,12.6386925362,1.4814898755,1.1386097041,2.8236202986,0.2043668260,0.5293865891,-0.6548469969
11.7902524901,12.2998557416,0.3503737625,1.0334262191,1.5755131085,1.7444463692,0.0060952329,-1.2952013087
12.6911896535,12.3953169528,0.3725752621,1.2983144302,2.6547381790,1.3025967901,0.9389721044,-1.0452911735
11.6321764574,13.1779869011,1.5252801849,0.9002656807,2.7492622891,0.1868725713,0.4528984622,-1.1561975575
12.2495118107,13.8154938156,1.8866859074,1.1524889567,2.9360746555,1.5005583813,1.5622915167,-1.6271019982
12.5450979390,14.3507963164,2.5637336834,1.6543783946,2.9548712445,0.3081860700,1.0654755837,-2.0582626773
13.2428322182,13.6119320851,2.1575054877,0.3162267996,0.6470445380,1.9156362222,0.7031824381,-0.7768337235
13.4158867378,14.8246726747,1.6824733002,0.9500800707,1.6878990333,1.7247358707,0.1138811491,-1.9022410287
13.5508694687,15.7107776535,2.9395001424,0.5865191894,2.5980681501,0.7778238410,1.2551296802,-1.3410859270
13.6794510652,15.8607795965,0.6381829823,1.6798416010,0.7571892778,0.1393722654,1.5848298174,-1.7008751309
13.4456108746,15.1386689864,1.6064684451,0.3240135596,1.4500366260,0.7685395877,1.6216403440,-1.0004258066
13.3103659535,12.2573046946,0.6421145198,1.1486776387,1.5997195076,0.3158252453,1.9338827322,-1.6113128204
13.0188651657,15.6252377221,0.8521207853,0.7961565686,0.7634248978,1.6718136634,1.5188198175,-1.2245445786
11.2751013098,15.2414681938,0.7293552800,1.4047734472,1.4090830729,0.1100041125,0.4814067994,-0.7091476049
12.6554495982,13.9729758733,1.6614747663,0.7142350106,2.6119198976,0.2390399665,0.5790523145,-1.1805722389
12.0436699606,12.1307870846,1.7977320291,0.4013334285,1.9951438566,1.8086987108,0.7122514822,-1.0611566619
11.9456360488,13.9475401052,0.6462983995,1.3916424655,0.9698860222,1.2949446860,1.8212356592,-1.7110135158
12.3229828881,14.0425096371,1.9026857071,0.5974756023,2.7706864771,1.3120808868,1.7593104932,-2.0046458221
13.8558362795,14.3411641032,1.5560638824,1.5873354417,0.3705813152,1.2872101661,0.2970717147,-1.8041199912
12.9722888669,12.5690411227,1.6820168278,1.7005932940,2.7130494317,0.5382980123,1.7290466987,-0.6535643646
13.7505201940,15.9236651847,2.4817685259,1.7956586202,1.6869728601,0.7412927143,1.1747386527,-2.0521012675
12.2405766866,14.6129905288,2.7277499864,1.6691181533,2.6647076160,0.3207094201,0.5364332808,-1.0282966668
12.1396999391,14.5724852868,0.3553992352,1.8777674636,0.7041086801,1.6224939611,1.4484806415,-1.6408142395
12.6900475427,15.1577330798,0.3122757444,0.3243347059,2.2658699023,0.5764213050,1.2084137912,-1.4486141661
12.4953461739,14.5420433596,1.1738924556,1.2584748248,0.9902283164,0.7906756167,0.0638665049,-1.4276871854
13.4574630747,14.3347841263,0.0223654813,1.7671324969,0.7462818364,0.4341141585,1.4829765834,-2.0604699099
13.4271915481,14.6675423021,2.0959385086,0.9662964754,2.1287057304,1.4872785380,1.8272590677,-0.8137479576
11.4277887170,13.1972751186,2.5802454493,1.7609592040,1.6152022690,1.0194310176,1.8406087659,-1.9911271767
12.1692970673,13.4065851577,0.9555416331,0.8543458375,0.7801387722,0.3097421368,0.2563973156,-1.2272771172
11.3839712505,12.1547115534,2.0677298971,1.2008881571,2.3036098668,1.8755426976,1.1946495028,-1.7251434638
11.6416213168,13.5729629187,1.2523087735,0.9807684061,0.3080688572,1.6732381528,0.2227626576,-0.9052040477
11.3786823519,13.2278891850,2.2777580376,0.5146801107,1.3220369271,0.6273146708,1.9873031007,-1.6474135543
12.0788887992,13.2178704622,2.3286019432,0.8984798807,2.7224042017,1.6849733332,0.7617619410,-2.0163901078
11.6839503924,14.2854775580,1.5195856939,1.1673867838,2.0743948259,0.6457092800,0.4349821190,-1.1437796862
11.5641332742,15.9965335355,0.1286004175,1.8045268251,2.6074741486,0.4339688138,0.5869106511,-1.4077682896
13.9268989032,13.9576353076,1.1756671280,0.5399033301,2.8149590624,0.6296122364,0.6748250228,-0.6505259309
12.1167830121,12.6815582449,2.7035525169,1.8823615515,1.7365836273,0.9772358787,0.8448711891,-0.7165643923
13.4042463409,12.8104919102,2.6012024236,1.5528927828,1.5899403725,1.3518264351,0.4393570109,-0.6860002949
11.9765531543,15.4114159772,0.1337721703,0.3946916847,0.8520803955,0.6006943485,0.1773592273,-1.1074338483
13.5929966186,14.7179889336,2.3519729123,1.2835564430,0.7718807536,0.7252008961,0.7045121643,-1.0543197601
11.5661218983,13.9491966525,1.6587711044,1.5685372347,2.7201718692,1.1591609243,0.3330129497,-1.3164744543
12.9637915237,13.7124852356,2.0425612946,0.9602709608,0.4577921400,0.0776960275,0.1111050770,-0.9941067352
11.2343810641,12.7773889826,1.3543155770,1.7253011386,1.5871198487,1.6056182642,0.6937888731,-0.9705218601
12.9013149769,14.8086346102,2.4869923852,1.4597674685,2.4217518579,1.2061703792,0.1385549477,-1.4851953930
12.4088440800,13.6979366094,0.5117581950,1.4257445461,1.6765091631,0.8388186545,0.9044735473,-1.1099335058
13.0382705534,15.3631053377,1.9927642746,0.4337072159,2.7728723227,0.2253060709,1.1176371828,-0.6584452587
13.4405099798,13.9624948551,2.9381139598,0.5573301913,1.7335476977,0.9024816048,1.0797863340,-1.1948086376
13.3797630292,12.9448058034,0.8464251060,1.5921169838,2.6403014050,0.9804547448,1.8644207530,-1.3169142846
12.4853564190,13.8007887266,1.0266464723,1.9316854892,1.3431119576,0.1990105784,0.4067322088,-1.7365219093
13.9206689808,15.4299959548,1.4295359020,1.7881993023,2.2000920088,1.0636367977,0.5014920722,-0.7882600388
11.8268804075,13.8645712669,0.2060202154,1.5043961326,0.4493769171,0.8411507193,0.9919697430,-1.4317631497
12.1534776016,14.7356164968,2.2956605485,1.5225706391,0.9008094376,0.8989725909,1.3732034343,-1.0681892527
